date,sales_value
2020-02-26 03:00:00,262.2800000000001
2020-02-26 04:00:00,1005.0099999999999
2020-02-26 05:00:00,762.5200000000004
2020-02-26 06:00:00,2375.609999999998
2020-02-26 07:00:00,2451.0099999999998
2020-02-26 08:00:00,2357.099999999998
2020-02-26 09:00:00,2285.0599999999986
2020-02-26 10:00:00,2771.6400000000012
2020-02-26 11:00:00,4033.600000000003
2020-02-26 12:00:00,2473.959999999996
2020-02-26 13:00:00,2449.729999999994
2020-02-26 14:00:00,2568.6499999999983
2020-02-26 15:00:00,1866.8600000000008
2020-02-26 16:00:00,2617.5999999999976
2020-02-26 17:00:00,2116.82
2020-02-26 18:00:00,2153.0300000000007
2020-02-26 19:00:00,2396.090000000002
2020-02-26 20:00:00,2394.210000000006
2020-02-26 21:00:00,2672.8799999999983
2020-02-26 22:00:00,933.3800000000001
2020-02-26 23:00:00,839.64
2020-02-27 00:00:00,483.9200000000006
2020-02-27 01:00:00,178.84999999999997
2020-02-27 02:00:00,873.4500000000003
2020-02-27 03:00:00,502.08999999999963
2020-02-27 04:00:00,853.4100000000003
2020-02-27 05:00:00,1206.990000000001
2020-02-27 06:00:00,1466.3100000000009
2020-02-27 07:00:00,2200.520000000001
2020-02-27 08:00:00,3329.5199999999963
2020-02-27 09:00:00,2650.2999999999975
2020-02-27 10:00:00,2314.77
2020-02-27 11:00:00,3124.46
2020-02-27 12:00:00,3360.149999999999
2020-02-27 13:00:00,2868.8200000000024
2020-02-27 14:00:00,2073.220000000002
2020-02-27 15:00:00,2088.449999999999
2020-02-27 16:00:00,1930.8299999999977
2020-02-27 17:00:00,2365.5800000000027
2020-02-27 18:00:00,2604.010000000001
2020-02-27 19:00:00,2001.5399999999997
2020-02-27 20:00:00,2893.3200000000043
2020-02-27 21:00:00,1952.3200000000015
2020-02-27 22:00:00,1647.5499999999984
2020-02-27 23:00:00,559.1700000000003
2020-02-28 00:00:00,277.4900000000002
2020-02-28 01:00:00,177.1299999999999
2020-02-28 02:00:00,179.59
2020-02-28 03:00:00,563.3599999999999
2020-02-28 04:00:00,699.43
2020-02-28 05:00:00,1023.2300000000002
2020-02-28 06:00:00,2286.769999999999
2020-02-28 07:00:00,1793.0799999999997
2020-02-28 08:00:00,1782.019999999998
2020-02-28 09:00:00,2803.1799999999967
2020-02-28 10:00:00,2931.1599999999953
2020-02-28 11:00:00,3454.589999999995
2020-02-28 12:00:00,2669.53
2020-02-28 13:00:00,2373.509999999998
2020-02-28 14:00:00,2284.749999999999
2020-02-28 15:00:00,2231.4100000000003
